"subj","stimulustype","item","condition","sentence","response","rt","order","CorrectResponse","Grammaticality","Accuracy","Attractor"
11,"Filler",87,0,"The mother sewed the shirt that the boy deeply treasure ","j",0.628777980804,24,"j","Ungrammatical",1,"NA"
11,"Filler",137,0,"The analyst discovered that the accountants sometimes miscalculates","f",0.778990983963,26,"j","Ungrammatical",0,"NA"
11,"Filler",118,0,"The mechanic insists that the brake still work","f",0.930979967117,28,"j","Ungrammatical",0,"NA"
11,"Filler",115,0,"The nurse knows that the treatment probably work","f",0.88036108017,30,"j","Ungrammatical",0,"NA"
11,"Filler",111,0,"The owner claimed that the restaurant often fill","j",0.814260005951,32,"j","Ungrammatical",1,"NA"
11,"Filler",84,0,"The crowd likes the movie that the theater always play","f",0.628795862198,33,"j","Ungrammatical",0,"NA"
11,"Filler",61,0,"The dog and the cat always play","f",1.76438188553,35,"f","Grammatical",1,"NA"
11,"Filler",94,0,"The worker replaces the light that the tenant always break","f",0.879956007004,37,"j","Ungrammatical",0,"NA"
11,"Filler",117,0,"The chef knows that the dish probably amaze","j",0.71303486824,38,"j","Ungrammatical",1,"NA"
11,"Filler",67,0,"The guitar and the amplifier really rocks","f",0.830059051514,40,"j","Ungrammatical",0,"NA"
11,"Filler",65,0,"The tyrant and the queen suddenly agree","f",1.49764704704,41,"f","Grammatical",1,"NA"
11,"Filler",105,0,"The electrician lost the hammer that the carpenters always uses","j",1.06401705742,43,"j","Ungrammatical",1,"NA"
11,"Filler",92,0,"The teenager hates the tourists that the city usually attract","f",1.1642510891,45,"j","Ungrammatical",0,"NA"
11,"Filler",107,0,"The editor rejects the headlines that the journalists regularly proposes","j",1.86447811127,47,"j","Ungrammatical",1,"NA"
11,"Filler",69,0,"The thesaurus and the dictionary frequently changes","j",1.59772396088,48,"j","Ungrammatical",1,"NA"
11,"Filler",128,0,"The bus driver worries that the breaks frequently squeak","j",1.37992405891,49,"f","Grammatical",0,"NA"
11,"Filler",124,0,"The technician found that the laboratory never quiet","j",0.846767187119,50,"j","Ungrammatical",1,"NA"
11,"Filler",72,0,"The executioner and the victim never speaks","f",0.862760066986,52,"j","Ungrammatical",0,"NA"
11,"Filler",135,0,"The nurse saw that the soldiers never rests","j",0.865404129028,53,"j","Ungrammatical",1,"NA"
11,"Filler",75,0,"The camera and the lens definitely amazes","j",1.34690594673,55,"j","Ungrammatical",1,"NA"
11,"Filler",125,0,"The boss insists that the secretary always smile","f",0.764305114746,57,"j","Ungrammatical",0,"NA"
11,"Filler",77,0,"The microphone and the guitar loudly buzzes","f",1.21425700188,59,"j","Ungrammatical",0,"NA"
11,"Filler",62,0,"The sailor and the captain usually fight","f",1.13027405739,61,"f","Grammatical",1,"NA"
11,"Filler",140,0,"The lawyer said that the clients frequently lies","j",0.880759000778,63,"j","Ungrammatical",1,"NA"
11,"Filler",85,0,"The dad hated the story that the child really love","f",0.898731946945,65,"j","Ungrammatical",0,"NA"
11,"Filler",76,0,"The picture and the frame apparently matches","f",2.34876394272,66,"j","Ungrammatical",0,"NA"
11,"Filler",83,0,"The girl rode the elephant that the zookeeper carefully train","f",0.882139921188,68,"j","Ungrammatical",0,"NA"
11,"Filler",131,0,"The novelist wrote that the characters suddenly meet","f",1.58241820335,69,"f","Grammatical",1,"NA"
11,"Filler",129,0,"The chimney sweep found that the bricks often break","f",0.647748947144,71,"f","Grammatical",1,"NA"
11,"Filler",70,0,"The jersey and the glove probably stinks","f",0.862483024597,72,"j","Ungrammatical",0,"NA"
11,"Filler",134,0,"The principal discovered that the teachers never sleeps","j",1.43150210381,74,"j","Ungrammatical",1,"NA"
11,"Filler",63,0,"The chair and the desk frequently break","f",1.04681301117,75,"f","Grammatical",1,"NA"
11,"Filler",120,0,"The camper knows that the cabin usually charm","j",0.863003969193,77,"j","Ungrammatical",1,"NA"
11,"Filler",130,0,"The model accepted that the shoes never fit","f",0.781540870667,79,"f","Grammatical",1,"NA"
11,"Filler",102,0,"The photographer captured the tree that the flowers beautifully adorn","j",0.831331968307,81,"f","Grammatical",0,"NA"
11,"Filler",96,0,"The camera filmed the line that the runners quickly cross","f",0.716175079346,83,"f","Grammatical",1,"NA"
11,"Filler",78,0,"The cash and the check likely suffices","j",0.962577819824,85,"j","Ungrammatical",1,"NA"
11,"Filler",73,0,"The chainsaw and the lawnmower frequently breaks","j",1.36335682869,87,"j","Ungrammatical",1,"NA"
11,"Filler",64,0,"The computer and the printer often restart","f",1.01407194138,89,"f","Grammatical",1,"NA"
11,"Filler",100,0,"The crew cleans the plane that the pilots expertly fly","f",0.631105184555,91,"f","Grammatical",1,"NA"
11,"Filler",138,0,"The manager reported that the contracts probably expires","f",1.46363210678,93,"j","Ungrammatical",0,"NA"
11,"Filler",93,0,"The landlord fixes the leaks that the pipe repeatedly produce","f",1.41342306137,94,"j","Ungrammatical",0,"NA"
11,"Filler",82,0,"The raccoon dug up the rose bush that the gardener usually trim","f",0.831573963165,96,"j","Ungrammatical",0,"NA"
11,"Filler",127,0,"The stewardess knows that the pilots always gossip","f",1.06485390663,98,"f","Grammatical",1,"NA"
11,"Filler",116,0,"The thief thinks that the window likely unlock","j",0.862649917603,100,"j","Ungrammatical",1,"NA"
11,"Filler",86,0,"The man fixed the leash that the dog aggressively chew","f",1.58298611641,101,"j","Ungrammatical",0,"NA"
11,"Filler",66,0,"The tailor and the customer cheerily talk","f",0.997575998306,103,"f","Grammatical",1,"NA"
11,"Filler",99,0,"The shelf holds the phone book that the secretaries often use","f",0.697229146957,105,"f","Grammatical",1,"NA"
11,"Filler",89,0,"The cat lost the toy that the kid always buy","f",0.631305932999,107,"j","Ungrammatical",0,"NA"
11,"Filler",119,0,"The lumberjack loves that the chainsaw never break","j",1.83130717278,109,"j","Ungrammatical",1,"NA"
11,"Filler",112,0,"The teacher said that the student tentatively pass","f",0.982072114944,111,"j","Ungrammatical",0,"NA"
11,"Filler",121,0,"The mayor knows that the sheriff often complain","f",0.813616037369,113,"j","Ungrammatical",0,"NA"
11,"Filler",106,0,"The billionaire tips the apprentice that the tailors usually trains","j",1.04867887497,115,"j","Ungrammatical",1,"NA"
11,"Filler",90,0,"The magazine publishes the essays that the editor wrongly reject","j",2.48253703117,117,"j","Ungrammatical",1,"NA"
11,"Filler",81,0,"The teacher supports the student that the principal usually punish","f",1.21316409111,118,"j","Ungrammatical",0,"NA"
11,"Filler",104,0,"The crowd cheered the player that the coaches apparently supports","j",0.930248022079,120,"j","Ungrammatical",1,"NA"
11,"Filler",114,0,"The repairman said that the refrigerator still work","f",0.84762597084,122,"j","Ungrammatical",0,"NA"
11,"Filler",68,0,"The book and the magazine never sells","f",1.99981498718,124,"j","Ungrammatical",0,"NA"
11,"Filler",132,0,"The captain knows that the sailors often smoke","f",0.813394069672,126,"f","Grammatical",1,"NA"
11,"Filler",139,0,"The janitor knows that the offices quickly dirties","j",0.98050904274,128,"j","Ungrammatical",1,"NA"
11,"Filler",133,0,"The professor reported that the students always complains","f",0.679874181747,129,"j","Ungrammatical",0,"NA"
11,"Filler",80,0,"The desk and the bookshelf always squeaks","f",1.26225709915,131,"j","Ungrammatical",0,"NA"
11,"Filler",109,0,"The doctor caught the flu that the shots supposedly prevents","f",1.16375899315,132,"j","Ungrammatical",0,"NA"
11,"Filler",103,0,"The butler checked the window that the maids always cleans","f",2.34905910492,134,"j","Ungrammatical",0,"NA"
11,"Filler",122,0,"The astronaut thinks that the engine never fail","j",1.24899220467,136,"j","Ungrammatical",1,"NA"
11,"Filler",136,0,"The reporter knows that the spies often vanishes","j",1.2143881321,138,"j","Ungrammatical",1,"NA"
11,"Filler",98,0,"The waiter brought the meal that the boys apparently want","j",1.24811601639,140,"f","Grammatical",0,"NA"
12,"Filler",83,0,"The girl rode the elephant that the zookeeper carefully train","f",0.998134851456,1,"j","Ungrammatical",0,"NA"
12,"Filler",133,0,"The professor reported that the students always complains","j",0.96343588829,3,"j","Ungrammatical",1,"NA"
12,"Filler",140,0,"The lawyer said that the clients frequently lies","j",1.58248400688,5,"j","Ungrammatical",1,"NA"
